ཀུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བཅག | འཇག_འདས་པ།_ཐ་དད་པ+གཅོག_འདས་པ།_###+འཆག_མ་འོངས་པ།_###+གཅོག_འདས་པ།_ཐ་དད་པ
བཅགས | འཆག_འདས་པ།_###
བཅང | བཅང_མ་འོངས་པ།_ཐ་དད་པ+འཆང_མ་འོངས་པ།_###+འཆང_མ་འོངས་པ།_ཐ་དད་པ
བཅངས | བཅང_འདས་པ།_ཐ་དད་པ+འཆང_འདས་པ།_###+འཆང_འདས་པ།_ཐ་དད་པ
བཅད | གཅོད_འདས་པ།_ཐ་དད་པ+གཅོད_འདས་པ།_ཐ་མི་དད་པ+གཅོད_འདས་པ།_###
བཅབ | འཆབ_མ་འོངས་པ།_ཐ་དད་པ
བཅབས | འཆབ_འདས་པ།_ཐ་དད་པ
བཅམས | གཅོམ_འདས་པ།_ཐ་དད་པ
བཅའ | འཆའ_མ་འོངས་པ།_ཐ་དད་པ+བཅའ_མ་འོངས་པ།_ཐ་དད་པ+འཆའ_མ་འོངས་པ།_###+འཆའ_མ་འོངས་པ།_ཐ་མི་དད་པ
བཅར | གཅར_འདས་པ།_ཐ་མི་དད་པ+གཅར_འདས་པ།_###
བཅལ | འཇལ_འདས་པ།_###+འཇལ_འདས་པ།_ཐ་དད་པ
བཅས | འཆའ_འདས་པ།_ཐ་མི་དད་པ+འཆའ_འདས་པ།_ཐ་དད་པ+བཅའ_འདས་པ།_ཐ་དད་པ+འཆའ_འདས་པ།_###
བཅིང | འཆིང_མ་འོངས་པ།_ཐ་དད་པ+བཅིང_མ་འོངས་པ།_ཐ་དད་པ+ཆིངས_མ་འོངས་པ།_ཐ་དད་པ
བཅིངས | ཆིངས_འདས་པ།_ཐ་དད་པ+བཅིང_འདས་པ།_ཐ་དད་པ+འཆིང_འདས་པ།_ཐ་དད་པ
བཅིབ | འཆིབ_མ་འོངས་པ།_ཐ་དད་པ
བཅིབས | འཆིབ_འདས་པ།_ཐ་དད་པ
བཅིར | འཆིར_འདས་པ།_ཐ་དད་པ+འཆིར_འདས་པ།_###
བཅིལ | འཇིལ_འདས་པ།_ཐ་དད་པ
བཅུ | འཆུ_མ་འོངས་པ།_ཐ་དད་པ+འཆུ_མ་འོངས་པ།_###+བཅུས_མ་འོངས་པ།_ཐ་དད་པ
བཅུག | འཇུག_འདས་པ།_ཐ་དད་པ
བཅུན | འཇུན_འདས་པ།_ཐ་དད་པ+འཆུན_འདས་པ།_ཐ་དད་པ
བཅུམ | འཇུམ_མ་འོངས་པ།_ཐ་དད་པ+འཇུམ_མ་འོངས་པ།_ཐ་མི་དད་པ
བཅུམས | འཇུམ_འདས་པ།_ཐ་དད་པ+འཇུམ_འདས་པ།_ཐ་མི་དད་པ
བཅུར | འཇུར_འདས་པ།_ཐ་དད་པ+འཇུར_འདས་པ།_###
བཅུས | བཅུས_འདས་པ།_ཐ་དད་པ+འཆུ_འདས་པ།_ཐ་དད་པ
བཅེམ | ཅེམ_མ་འོངས་པ།_ཐ་དད་པ
བཅེམས | ཅེམ_འདས་པ།_ཐ་དད་པ
བཅེར | ཅེར_མ་འོངས་པ།_###+བཅེར_འདས་པ།_ཐ་དད་པ+ཅེར_འདས་པ།_###+བཅེར_མ་འོངས་པ།_ཐ་དད་པ+ཅེར_འདས་པ།_ཐ་དད་པ+ཅེར_མ་འོངས་པ།_ཐ་དད་པ
བཅོ | འཆོས_མ་འོངས་པ།_འབྲི་ཚུལ
བཅོམ | གཅོམ_མ་འོངས་པ།_ཐ་དད་པ+འཇོམས_འདས་པ།_ཐ་དད་པ
བཅོལ | བཅོལ_མ་འོངས་པ།_ཐ་དད་པ+བཅོལ_འདས་པ།_ཐ་དད་པ+འཆོལ_མ་འོངས་པ།_###+འཆོལ_འདས་པ།_ཐ་དད་པ+འཆོལ_འདས་པ།_###+འཆོལ_མ་འོངས་པ།_ཐ་དད་པ
བཅོས | འཆོས_འདས་པ།_ཐ་དད་པ+ཆོས_འདས་པ།_ཐ་དད་པ+འཆོས_འདས་པ།_###+བཅོས_མ་འོངས་པ།_###+འཆོས_མ་འོངས་པ།_ཐ་དད་པ+འཆོས_མ་འོངས་པ།_###+ཆོས_མ་འོངས་པ།_ཐ་དད་པ+བཅོས_འདས་པ།_###
བཏག | འཐག_མ་འོངས་པ།_ཐ་དད་པ+འདོག_འདས་པ།_ཐ་དད་པ+བཏག_མ་འོངས་པ།_ཐ་དད་པ+འཐག_མ་འོངས་པ།_###
བཏགས | བཏག_འདས་པ།_ཐ་དད་པ+འཐག_འདས་པ།_ཐ་དད་པ+འཐག_འདས་པ།_###+འདོགས_འདས་པ།_###+འདོགས_འདས་པ།_ཐ་དད་པ
བཏང | གཏོང_འདས་པ།_ཐ་དད་པ+གཏོང_འདས་པ།_###
བཏབ | འདེབས_འདས་པ།_###+འདེབས_འདས་པ།_ཐ་དད་པ
བཏམ | འདམ_མ་འོངས་པ།_ཐ་དད་པ
བཏམས | འདམ_འདས་པ།_ཐ་དད་པ
བཏིག | གཏིག_མ་འོངས་པ།_ཐ་དད་པ
བཏིགས | གཏིག_འདས་པ།_ཐ་དད་པ
བཏིངས | འདིང_འདས་པ།_ཐ་དད་པ
བཏུ | བཏུས_མ་འོངས་པ།_ཐ་དད་པ+འཐུ_མ་འོངས་པ།_ཐ་དད་པ
བཏུང | འཐུང_མ་འོངས་པ།_ཐ་དད་པ
བཏུངས | འཐུང_འདས་པ།_ཐ་དད་པ
བཏུད | འདུད_འདས་པ།_ཐ་དད་པ
བཏུབ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཏུམ | འཐུམ_འདས་པ།_ཐ་དད་པ+ཐུམ_འདས་པ།_ཐ་དད་པ
བཏུལ | འདུལ_འདས་པ།_ཐ་དད་པ+འདུལ_འདས་པ།_###
བཏུས | བཏུས_འདས་པ།_ཐ་དད་པ+འཐུ_འདས་པ།_ཐ་དད་པ
བཏེག | ཐེག_མ་འོངས་པ།_ཐ་མི་དད་པ+འདེགས_འདས་པ།_ཐ་དད་པ
བཏེགས | ཐེག_འདས་པ།_ཐ་མི་དད་པ
བཏོག | འཐོག_མ་འོངས་པ།_ཐ་དད་པ+འཐོག_མ་འོངས་པ།_###
བཏོགས | འཐོག_འདས་པ།_ཐ་དད་པ+འཐོག_འདས་པ།_###
བཏོད | ཐོད_འདས་པ།_ཐ་དད་པ+གཏོད_འདས་པ།_###+འདོད_འདས་པ།_###
བཏོན | འདོན_འདས་པ།_ཐ་དད་པ+འདོན_འདས་པ།_###
བཏོལ | བྱ་ཚིག_ཐ་དད་པ
བད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བདག | བྱ་ཚིག_###
བདམ | བདམ_ད་ལྟ་བ།_###+འདེམ_འདས་པ།_ཐ་དད་པ+བདམ_མ་འོངས་པ།_###
བདམས | བདམ_འདས་པ།_###+བདམ_སྐུལ་ཚིག_###
བདའ | འདེད_མ་འོངས་པ།_###+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བདར | བདར_མ་འོངས་པ།_ཐ་དད་པ+བདར_འདས་པ།_###+བདར_ད་ལྟ་བ།_###+བདར_མ་འོངས་པ།_###+བདར_ད་ལྟ་བ།_ཐ་དད་པ+བདར_འདས་པ།_ཐ་དད་པ
བདལ | བདལ_འདས་པ།_ཐ་དད་པ+བདལ_མ་འོངས་པ།_ཐ་དད་པ+གདལ_མ་འོངས་པ།_###+གདལ_འདས་པ།_ཐ་དད་པ+གདལ_མ་འོངས་པ།_ཐ་དད་པ+གདལ_འདས་པ།_###
བདས | འདེད_འདས་པ།_###
བདུག | གདུག_མ་འོངས་པ།_ཐ་དད་པ
བདུགས | གདུག_འདས་པ།_ཐ་དད་པ
བདུང | བདུང_ད་ལྟ་བ།_ཐ་དད་པ+བདུངས_མ་འོངས་པ།_ཐ་དད་པ+བདུངས_ད་ལྟ་བ།_ཐ་དད་པ+བདུང_མ་འོངས་པ།_ཐ་དད་པ
བདུངས | བདུངས_འདས་པ།_ཐ་དད་པ+བདུང_སྐུལ་ཚིག_ཐ་དད་པ+བདུང_འདས་པ།_ཐ་དད་པ+བདུངས_སྐུལ་ཚིག_ཐ་དད་པ
བདོ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བདོད | བཏོད_མའོངསཔ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བདོར | བདར_སྐུལ་ཚིག_ཐ་དད་པ+བདར_སྐུལ་ཚིག_###
བདོལ | བདལ_སྐུལ་ཚིག_ཐ་དད་པ
བབས | འབབ_འདས་པ།_ཐ་མི་དད་པ+འབབ_འདས་པ།_###
བཙག | འཚག_འདས་པ།_ཐ་དད་པ
བཙགས | འཚག_འདས་པ།_འབྲི་ཚུལ
བཙང | འཚང_མ་འོངས་པ།_ཐ་མི་དད་པ+འཚང_མ་འོངས་པ།_ཐ་དད་པ
བཙངས | འཚང_འདས་པ།_ཐ་དད་པ+འཚང_འདས་པ།_ཐ་མི་དད་པ
བཙབ | གཙབས_མའོངསཔ_འབྲི་ཚུལ+གཙབས_དལྟབ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བཙབས | གཙབས_འདསཔ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བཙའ | བཙའ_མ་འོངས་པ།_ཐ་མི་དད་པ+བཙའ_ད་ལྟ་བ།_ཐ་མི་དད་པ
བཙལ | བཙལ_མ་འོངས་པ།_ཐ་དད་པ+བཙལ_འདས་པ།_###+འཚོལ_འདས་པ།_ཐ་དད་པ+འཚོལ_མ་འོངས་པ།_###+བཙལ_འདས་པ།_ཐ་དད་པ+བཙལ_མ་འོངས་པ།_###+འཚོལ_འདས་པ།_###+འཚོལ_མ་འོངས་པ།_ཐ་དད་པ
བཙས | བཙའ_འདས་པ།_ཐ་མི་དད་པ
བཙིར | འཚིར_འདས་པ།_ཐ་དད་པ+བཙིར_མ་འོངས་པ།_ཐ་དད་པ+བཙིར_འདས་པ།_ཐ་དད་པ+འཚིར_མ་འོངས་པ།_ཐ་དད་པ
བཙུགས | འཛུགས_འདས་པ།_ཐ་དད་པ+འཛུགས_འདས་པ།_###
བཙུད | འཛུད_འདས་པ།_ཐ་དད་པ
བཙུམ | འཚུམ_མ་འོངས་པ།_ཐ་དད་པ+གཟུམ_འདས་པ།_ཐ་དད་པ
བཙུམས | འཚུམ_འདས་པ།_ཐ་དད་པ
བཙེམ | འཚེམ_མ་འོངས་པ།_ཐ་དད་པ
བཙེམས | འཚེམ_འདས་པ།_ཐ་དད་པ
བཙེས | གཙེ_འདསཔ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བཙོ | འཚོད_མ་འོངས་པ།_ཐ་དད་པ+འཚོད_མ་འོངས་པ།_###
བཙོག | འཚོག_འདས་པ།_ཐ་དད་པ
བཙོགས | འཚོག_འདསཔ_འབྲི་ཚུལ+བཙོག_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བཙོང | འཚོང_མ་འོངས་པ།_ཐ་དད་པ
བཙོངས | འཚོང_འདས་པ།_ཐ་དད་པ
བཙོས | འཚོད_འདས་པ།_###+འཚོད_འདས་པ།_ཐ་དད་པ
བཞག | འཇོག_འདས་པ།_###+འཇོག_འདས་པ།_ཐ་དད་པ
བཞགས | བྱ་ཚིག_ཐ་དད་པ
བཞད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བཞབ | འཇབ_འདས་པ།_ཐ་དད་པ+གཞབ_འདས་པ།_###
བཞམས | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཞར | བཞར_འདས་པ།_ཐ་དད་པ+གཞར_མ་འོངས་པ།_###+བཞར_མ་འོངས་པ།_ཐ་དད་པ+གཞར_འདས་པ།_###+གཞར_མ་འོངས་པ།_ཐ་དད་པ+གཞར_འདས་པ།_ཐ་དད་པ
བཞིབ | འཇིབ_འདས་པ།_ཐ་དད་པ
བཞུ | བཞུ_མ་འོངས་པ།_ཐ་དད་པ+བཞུ_ད་ལྟ་བ།_ཐ་དད་པ+འཇུ_མ་འོངས་པ།_###
བཞུགས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བཞུད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བཞུར | བཞུར_འདས་པ།_ཐ་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+གཞུར_འདས་པ།_ཐ་དད་པ
བཞུས | འཇུ_སྐུལ་ཚིག_###+བྱ་ཚིག_###+བཞུ_འདས་པ།_ཐ་དད་པ+འཇུ_འདས་པ།_###+གཞུ_འདསཔ_འབྲི་ཚུལ
བཞེངས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཞེད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཞེན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཞེས | བྱ་ཚིག_###+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཞོ | འཇོ_མ་འོངས་པ།_ཐ་དད་པ
བཞོག | གཞོག_འདས་པ།_ཐ་དད་པ
བཞོན | བཞོན_འདས་པ།_ཐ་དད་པ+ཞོན_མ་འོངས་པ།_ཐ་དད་པ+ཞོན_འདས་པ།_ཐ་དད་པ+བཞོན_མ་འོངས་པ།_ཐ་དད་པ
བཞོར | གཞར_སྐུལ་ཚིག_###+གཞར_སྐུལ་ཚིག_ཐ་དད་པ+བཞར_སྐུལ་ཚིག_ཐ་དད་པ
བཞོལ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བཞོས | འཇོ_འདས་པ།_ཐ་དད་པ
བཟབ | གཟབ_མ་འོངས་པ།_འབྲི་ཚུལ
བཟབས | གཟབ_འདས་པ།_ཐ་དད་པ
བཟའ | ཟ_མ་འོངས་པ།_ཐ་དད་པ
བཟར | འཛར_འདས་པ།_ཐ་དད་པ
བཟས | ཟ_འདས་པ།_ཐ་དད་པ
བཟི | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བཟུང | འཛིན_འདས་པ།_###+འཛིན_འདས་པ།_ཐ་དད་པ
བཟུར | འཛུར_འདས་པ།_ཐ་མི་དད་པ
བཟེག | འཛེག_མའོངསཔ_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བཟེད | འཛེད_འདས་པ།_ཐ་དད་པ
བཟོ | བཟོས_ད་ལྟ་བ།_ཐ་དད་པ+བཟོས_མ་འོངས་པ།_ཐ་དད་པ+བཟོ_ད་ལྟ་བ།_ཐ་དད་པ+བཟོ_མ་འོངས་པ།_ཐ་དད་པ
བཟོད | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཟོས | བཟོ_སྐུལ་ཚིག_ཐ་དད་པ+བཟོས_འདས་པ།_ཐ་དད་པ+བཟོས_སྐུལ་ཚིག_ཐ་དད་པ+བཟོ_འདས་པ།_ཐ་དད་པ
བཟླ | ཟློ_མ་འོངས་པ།_ཐ་དད་པ+ཟློ_མ་འོངས་པ།_###
བཟླས | ཟློ_འདས་པ།_###+ཟློ_འདས་པ།_ཐ་དད་པ
བཟླུག | ཟླུག_མ་འོངས་པ།_ཐ་དད་པ
བཟླུགས | ཟླུག_འདས་པ།_ཐ་དད་པ
བཟླུམ | ཟླུམ_མ་འོངས་པ།_ཐ་དད་པ
བཟླུམས | ཟླུམ_འདས་པ།_ཐ་དད་པ
བཟློ | ཟློ_མ་འོངས་པ།_###+ཟློས_མ་འོངས་པ།_ཐ་དད་པ
བཟློག | ཟློག_མ་འོངས་པ།_###+ཟློག_མ་འོངས་པ།_ཐ་དད་པ
